Name,Address,Date,Time,Neighborhood,Age,Gender,Race,Latitude,Longitude
149,"6400 S. Maryland Ave., Chicago, IL",5/12/2012,1:30 a.m.,Woodlawn,28,Female,Black,41.778442,-87.604992
150,"1600 N. Mozart St., Chicago, IL",5/13/2012,12:13 a.m.,West Town,36,Male,White,41.9102649,-87.6980368
151,"1300 S. Throop St., Chicago, IL",5/14/2012,1:44 a.m.,Near West Side,30,Male,Black,41.770619,-87.657044
152,"7900 S. Laflin St., Chicago, IL",5/17/2012,7:13 p.m.,Auburn Gresham,22,Male,Black,41.7503777,-87.6610317
153,"2600 W. 37th Pl., Chicago, IL",5/18/2012,8:56 p.m.,Brighton Park,14,Male,White,41.8256296,-87.6898248
154,"8000 S. Brandon Ave., Chicago, IL",5/19/2012,10 p.m.,South Chicago,12,Male,Black,41.750015,-87.54713
155,"11600 S. Peoria St., Chicago, IL",5/19/2012,2:25 a.m.,West Pullman,23,Male,Black,41.683113,-87.645319
156,"10100 S. Michigan Ave., Chicago, IL",5/20/2012,12:09 a.m.,Roseland,35,Male,Black,41.7107219,-87.6202349
157,"7900 S. Troy St., Chicago, IL",5/20/2012,9:20 p.m.,Ashburn,24,Male,Black,41.7496205,-87.70118
158,"2200 S. Leavitt St., Chicago, IL",5/21/2012,12:40 a.m.,Lower West Side,27,Male,White,41.8534316,-87.6808992
159,"2200 S. Leavitt St., Chicago, IL",5/21/2012,12:40 a.m.,Lower West Side,26,Male,White,41.8534316,-87.6808992
160,"11600 S. Hale Ave., Chicago, IL",5/22/2012,1:40 a.m.,Morgan Park,30,Male,Black,41.682648,-87.672983
161,"7000 S. Perry Ave., Chicago, IL",5/22/2012,3:50 p.m.,Greater Grand Crossing,30,Male,Black,41.7672639,-87.6282291
162,"200 N. Lorel Ave., Chicago, IL",5/22/2012,10:30 p.m.,Austin,51,Male,Black,41.88448,-87.759271
163,"600 E. 88th St., Chicago, IL",5/25/2012,4:33 a.m.,Chatham,47,Male,Black,41.735012,-87.609466
164,"6500 S. Kenwood Ave. , Chicago, IL",5/25/2012,6:34 p.m.,Woodlawn,48,Female,White,41.776781,-87.593424
165,"6500 S. Kenwood Ave., Chicago, IL",5/25/2012,6:34 p.m.,Woodlawn,69,Male,White,41.776781,-87.593424
166,"5300 S. Justine St., Chicago, IL",5/25/2012,10:32 p.m.,New City,27,Male,Black,41.7975629,-87.6637949
167,"1500 S. Millard Ave., Chicago, IL",5/26/2012,2:16 a.m.,North Lawndale,17,Male,Black,41.8607705,-87.716484
168,"11100 S. Normal Ave., Chicago, IL",5/26/2012,10:44 p.m.,Roseland,18,Male,Black,41.6924232,-87.6351612
169,"2400 W. Roosevelt Rd., Chicago, IL",5/27/2012,2:12 a.m.,Near West Side,19,Male,Black,41.8637171,-87.8618068
170,"5000 S. St. Lawrence Ave., Chicago, IL",5/28/2012,1:15 a.m.,Grand Boulevard,35,Male,Black,41.8039465,-87.6113514
171,"3000 S. Kostner Ave., Chicago, IL",5/28/2012,5:31 a.m.,South Lawndale,35,Female,White,41.838478,-87.73445
172,"1500 S. Spaulding Ave., Chicago, IL",5/28/2012,5:36 p.m.,North Lawndale,19,Male,Black,41.860763,-87.7082889
173,"1700 E. 68th St., Chicago, IL",5/28/2012,9:56 p.m.,South Shore,23,Male,Black,41.7715636,-87.5821223
174,"1500 S. Sawyer Ave., Chicago, IL",5/28/2012,6:06 p.m.,North Lawndale,40,Female,Black,41.86078,-87.707066
175,"5100 N. Broadway, Chicago, IL",5/29/2012,2:15 a.m.,Uptown,13,Male,White,41.974834,-87.660185
176,"11300 S. Vincennes Ave., Chicago, IL",5/31/2012,10:28 a.m.,Morgan Park,36,Male,Black,41.68838,-87.666048
177,"1300 W. Washburne Ave., Chicago, IL",6/2/2012,12:29 a.m.,Near West Side,26,Male,Black,41.8661376,-87.6551235
178,"7300 S. Coles Ave., Chicago, IL",6/2/2012,3:43 p.m.,South Shore,16,Male,Black,41.762985,-87.562201
179,"1100 N. Keystone Ave., Chicago, IL",6/2/2012,10:26 p.m.,Humboldt Park,26,Male,Black,41.90095,-87.7278089
180,"7100 S. Western Ave., Chicago, IL",6/4/2012,10:25 p.m.,Chicago Lawn,31,Male,Black,41.7645591,-87.6836742
181,"6800 S. Calumet Ave., Chicago, IL",6/5/2012,10:41 p.m.,Greater Grand Crossing,22,Male,Black,41.7710966,-87.617012
182,"13000 S. Drexel Ave., Chicago, IL",6/6/2012,3:40 p.m.,Riverdale,33,Male,Black,41.6586335,-87.6020262
183,"5100 S. May St., Chicago, IL",6/8/2012,4:43 p.m.,New City,26,Male,Black,41.801307,-87.654192
184,"5100 S. May St., Chicago, IL",6/8/2012,4:43 p.m.,New City,22,Male,Black,41.801307,-87.654192
185,"6800 S. Indiana Ave., Chicago, IL",6/9/2012,12:45 a.m.,Greater Grand Crossing,27,Male,Black,41.770887,-87.620692
186,"100 E. 111th St., Chicago, IL",6/9/2012,10:40 a.m.,Roseland,21,Male,Black,41.6926212,-87.6210276
187,"6100 S. Rockwell St., Chicago, IL",6/9/2012,7:57 p.m.,Chicago Lawn,16,Male,Black,41.78271,-87.688968
188,"7500 S. Drexel Ave., Chicago, IL",6/10/2012,2:07 a.m.,Greater Grand Crossing,50,Male,Black,41.7585943,-87.6029176
189,"700 W. 50th Pl., Chicago, IL",6/10/2012,11:30 p.m.,New City,22,Male,Black,41.8025475,-87.6429504
190,"700 W. 50th Pl., Chicago, IL",6/10/2012,11:30 p.m.,New City,21,Male,Black,41.8025475,-87.6429504
191,"9300 S. Cottage Grove Ave., Chicago, IL",6/11/2012,1:25 a.m.,Burnside,21,Male,Black,41.725096,-87.60182
192,"6300 S. Rockwell St., Chicago, IL",6/11/2012,11:15 p.m.,Chicago Lawn,20,Male,Black,41.7791639,-87.6885395
193,"3900 S. Federal St., Chicago, IL",6/12/2012,3:09 a.m.,Grand Boulevard,38,Male,Black,41.823329,-87.628911
194,"5500 W. Henderson Ave., Chicago, IL",6/13/2012,2:10 a.m.,Portage Park,31,Male,White,41.941606,-87.7643329
195,"7300 S. May St., Chicago, IL",6/13/2012,6 a.m.,Englewood,37,Male,Black,41.761277,-87.653153
196,"8900 S. Brandon Ave., Chicago, IL",6/13/2012,10:05 p.m.,South Chicago,17,Male,Black,41.734438,-87.547334
197,"7800 S. Western Ave., Chicago, IL",6/13/2012,11:39 p.m.,Ashburn,22,Male,Black,41.751533,-87.6829725
198,"5100 S. Honore St., Chicago, IL",6/16/2012,1:50 a.m.,New City,32,Male,Black,41.8012382,-87.6708756
199,"2000 W. 70th Pl., Chicago, IL",6/16/2012,7 p.m.,West Englewood,16,Female,Black,41.765974,-87.673715
200,"10700 S. Hoxie Ave., Chicago, IL",6/16/2012,6:22 p.m.,South Deering,30,Male,White,41.700845,-87.561047
201,"1300 N. Lorel Ave., Chicago, IL",6/17/2012,1:25 a.m.,Austin,35,Male,Black,41.9040397,-87.7597669
202,"2300 N. Laramie Ave., Chicago, IL",6/17/2012,12:36 a.m.,Belmont Cragin,32,Male,White,41.9222775,-87.7561044
203,"2300 N. Laramie Ave., Chicago, IL",6/17/2012,12:36 a.m.,Belmont Cragin,46,Male,Black,41.9222775,-87.7561044
204,"1 E. 76th St., Chicago, IL",6/17/2012,1 a.m.,Greater Grand Crossing,25,Female,Black,41.7564251,-87.6247134
205,"900 W. Lawrence Ave., Chicago, IL",6/18/2012,12:31 a.m.,Uptown,19,Male,Black,41.9691387,-87.6527435
206,"1200 N. Mason Ave., Chicago, IL",6/19/2012,1:12 a.m.,Austin,22,Male,Black,41.9020205,-87.7741649
207,"1200 N. Mason Ave., Chicago, IL",6/19/2012,1:12 a.m.,Austin,25,Male,Black,41.9020205,-87.7741649
208,"700 W. 70th St., Chicago, IL",6/22/2012,8:39 p.m.,Englewood,14,Male,Black,41.7670627,-87.6420202
209,"6200 S. Rhodes Ave., Chicago, IL",6/24/2012,1:25 a.m.,Woodlawn,13,Male,Black,41.781942,-87.612409
210,"3700 W. Chicago Ave., Chicago, IL",6/24/2012,1:59 a.m.,Humboldt Park,29,Male,Black,41.895722,-87.718973
211,"13000 S. Eberhart Ave., Chicago, IL",6/24/2012,6:30 p.m.,Riverdale,22,Male,Black,41.65807,-87.611468
212,"9000 S. Dobson Ave., Chicago, IL",6/24/2012,7 p.m.,Burnside,62,Female,Black,41.7312559,-87.5986619
213,"1700 N. Luna Ave., Chicago, IL",6/27/2012,10:43 p.m.,Austin,7,Female,Black,41.911335,-87.764638
214,"2500 S. Kildare Ave., Chicago, IL",6/30/2012,2:15 a.m.,South Lawndale,33,Male,White,41.845704,-87.731885
215,"2500 S. Kildare Ave., Chicago, IL",6/30/2012,2:15 a.m.,South Lawndale,42,Male,White,41.845704,-87.731885
216,"6200 S. Talman Ave., Chicago, IL",6/30/2012,,Chicago Lawn,19,Male,Black,41.780855,-87.690129
217,"4900 W. Washington Blvd., Chicago, IL",6/30/2012,12:47 p.m.,Austin,39,Male,Black,41.88217,-87.748024
218,"4900 W. Washington Blvd., Chicago, IL",6/30/2012,12:47 p.m.,Austin,55,Male,Black,41.88217,-87.748024
219,"800 E. 45th St., Chicago, IL",6/30/2012,10:15 p.m.,Kenwood,17,Male,Black,41.8131756,-87.6066212
220,"3100 W. Van Buren St., Chicago, IL",7/1/2012,1:08 a.m.,East Garfield Park,22,Male,Black,41.876697,-87.70441
221,"8800 S. Exchange Ave., Chicago, IL",7/1/2012,2:10 a.m.,South Chicago,49,Male,Black,41.735373,-87.553162
222,"4100 W. Van Buren St., Chicago, IL",7/1/2012,8:13 p.m.,West Garfield Park,19,Male,Black,41.875494,-87.728084
223,"4200 W. Van Buren St., Chicago, IL",7/2/2012,3:25 p.m.,West Garfield Park,21,Male,Black,41.875455,-87.730578
224,"4100 W. Adams St., Chicago, IL",7/2/2012,8:56 p.m.,West Garfield Park,21,Male,Black,41.8782039,-87.72816
225,"4100 W. Adams St., Chicago, IL",7/2/2012,8:56 p.m.,West Garfield Park,22,Male,Black,41.8782039,-87.72816
226,"7800 S. Ellis Ave., Chicago, IL",7/2/2012,11 p.m.,Greater Grand Crossing,19,Male,Black,41.7531326,-87.6004016
227,"1600 N. Pulaski Rd., Chicago, IL",7/4/2012,10:30 a.m.,Humboldt Park,31,Male,Black,41.9099379,-87.726338
228,"100 E. 68th St., Chicago, IL",7/4/2012,11:20 p.m.,Greater Grand Crossing,35,Male,Black,41.7710382,-87.6218248
229,"1500 W. 78th St., Chicago, IL",7/4/2012,11:30 p.m.,Auburn Gresham,27,Male,Black,41.7522056,-87.6618688
230,"1700 W. 45th St., Chicago, IL",7/5/2012,2:06 a.m.,New City,27,Male,White,41.812224,-87.6675502
231,"4800 W. St. Paul Ave., Chicago, IL",7/5/2012,3:38 a.m.,Austin,18,Male,Black,41.9123888,-87.745986
232,"1300 W. 48th St., Chicago, IL",7/5/2012,4:09 p.m.,New City,20,Male,White,41.8068813,-87.6576535
233,"4800 S. Archer Ave., Chicago, IL",7/5/2012,5:04 p.m.,Archer Heights,18,Male,White,41.806366,-87.7174129
234,"10600 S. Langley Ave., Chicago, IL",7/6/2012,2 a.m.,Pullman,18,Male,White,41.7018119,-87.606607
235,"600 N. Ashland Ave., Chicago, IL",7/10/2012,2:50 a.m.,West Town,21,Male,White,41.8924342,-87.6672717
236,"1 E. Garfield Blvd., Chicago, IL",7/10/2012,4 p.m.,Washington Park,25,Male,Black,41.7942972,-87.6256167
237,"5800 S. Fairfield Ave., Chicago, IL",7/12/2012,2:08 p.m.,Gage Park,16,Male,White,41.788104,-87.692766
238,"1800 S. Sangamon St., Chicago, IL",7/14/2012,1:42 a.m.,Lower West Side,26,Male,White,41.8580494,-87.6499659
239,"1100 S. Whipple Ave., Chicago, IL",7/14/2012,8:31 a.m.,North Lawndale,26,Male,Black,41.868241,-87.702072
240,"1200 W. 79th St., Chicago, IL",7/14/2012,8:35 p.m.,Auburn Gresham,27,Male,Black,41.750759,-87.6540459
241,"7800 S. Constance Ave., Chicago, IL",7/15/2012,9:20 p.m.,South Shore,21,Male,Black,41.753233,-87.580034
242,"7800 S. Colfax Ave., Chicago, IL",7/17/2012,3:04 p.m.,South Shore,21,Male,Black,41.753342,-87.561738
243,"5900 S. Laflin St., Chicago, IL",7/19/2012,3:43 p.m.,West Englewood,16,Male,Black,41.7867566,-87.6619966
244,"1700 W. 75th Pl., Chicago, IL",7/19/2012,9:30 p.m.,Auburn Gresham,16,Male,Black,41.757331,-87.666222
245,"4200 N. Milwaukee Ave., Chicago, IL",7/21/2012,1:46 a.m.,Portage Park,41,Male,White,41.9571532,-87.7517306
246,"5900 W. Lake St., Chicago, IL",7/21/2012,12:49 a.m.,Austin,19,Male,Black,41.8879493,-87.7720757
247,"4500 S. Wood St., Chicago, IL",7/21/2012,6:02 a.m.,New City,37,Male,White,41.812069,-87.670258
248,"5700 S. Sangamon St., Chicago, IL",7/21/2012,12:34 a.m.,Englewood,26,Male,Black,41.790449,-87.6490479
249,"2900 E. 85th St., Chicago, IL",7/21/2012,2:35 a.m.,South Chicago,22,Male,Black,41.7409833,-87.5539172
250,"4400 W. Jackson Blvd., Chicago, IL",7/22/2012,11:37 a.m.,West Garfield Park,30,Male,Black,41.8769735,-87.7353535
251,"2100 E. 96th St., Chicago, IL",7/23/2012,10:18 p.m.,South Deering,17,Male,Black,41.7206704,-87.574057
252,"2100 E. 96th St., Chicago, IL",7/23/2012,10:18 p.m.,South Deering,34,Female,Black,41.7206704,-87.574057
253,"1800 W. Walnut St., Chicago, IL",7/25/2012,9 a.m.,Near West Side,20,Female,Black,41.886288,-87.6720239
254,"1400 E. 73rd St., Chicago, IL",7/25/2012,9:45 p.m.,South Shore,16,Male,Black,41.762634,-87.590726
255,"2600 E. 100th St., Chicago, IL",7/26/2012,11:17 p.m.,South Deering,30,Male,Black,41.7135828,-87.5609776
256,"2600 E. 100th St., Chicago, IL",7/26/2012,11:17 p.m.,South Deering,31,Male,White,41.7135828,-87.5609776
257,"11600 S. Vincennes Ave., Chicago, IL",7/26/2012,5:10 p.m.,Morgan Park,22,Male,Black,41.6834281,-87.6684739
258,"7100 S. Rhodes Ave., Chicago, IL",7/26/2012,3:51 p.m.,Greater Grand Crossing,25,Male,Black,41.7657464,-87.6116114
259,"1 N. Homan Blvd., Chicago, IL",7/27/2012,3:55 a.m.,East Garfield Park,35,Male,White,41.8809135,-87.7109789
260,"300 N. Latrobe Ave., Chicago, IL",7/30/2012,9:41 p.m.,Austin,39,Male,Black,41.885796,-87.756836
261,"1200 S. Kolin Ave., Chicago, IL",7/31/2012,11:10 p.m.,North Lawndale,32,Male,Black,41.8660286,-87.733753
262,"5000 W. Thomas St., Chicago, IL",8/1/2012,1:10 a.m.,Austin,18,Male,Black,41.9004763,-87.7508327
263,"700 S. Independence Blvd., Chicago, IL",8/1/2012,7:55 p.m.,West Garfield Park,23,Male,Black,41.871538,-87.720738
264,"600 N. Avers Ave., Chicago, IL",8/2/2012,12:50 p.m.,Humboldt Park,16,Male,Black,41.8917276,-87.7223181
265,"600 N. Avers Ave., Chicago, IL",8/2/2012,12:50 p.m.,Humboldt Park,16,Male,Black,41.8917276,-87.7223181
266,"900 N. Lawler Ave., Chicago, IL",8/2/2012,9:32 p.m.,Austin,52,Male,Black,41.896908,-87.752318
267,"11200 S. Langley Ave., Chicago, IL",8/2/2012,10:40 p.m.,Pullman,31,Male,White,41.6909892,-87.6059836
268,"2100 N. St. Louis Ave., Chicago, IL",8/3/2012,4:35 a.m.,Logan Square,24,Male,White,41.9191484,-87.7135728
269,"4900 N. Whipple St., Chicago, IL",8/5/2012,2:45 a.m.,Albany Park,19,Male,Black,41.97047,-87.705204
270,"5500 S. Wabash Ave., Chicago, IL",8/5/2012,7:01 p.m.,Washington Park,21,Male,Black,41.793992,-87.624527
271,"7300 S. Oglesby Ave., Chicago, IL",8/5/2012,10:24 p.m.,South Shore,22,Male,Black,41.76242,-87.5679959
272,"9800 S. Throop St., Chicago, IL",8/6/2012,12:40 a.m.,Washington Heights,47,Male,Black,41.7158242,-87.6552556
273,"1100 S. Laflin St., Chicago, IL",8/6/2012,10 p.m.,Near West Side,20,Male,Black,41.8684945,-87.6640635
274,"1 E. 56th St., Chicago, IL",8/8/2012,3:23 a.m.,Washington Park,28,Male,Black,41.7928248,-87.6255988
275,"6300 S. King Dr., Chicago, IL",8/8/2012,11:39 p.m.,Woodlawn,19,Male,Black,41.7797065,-87.6156417
276,"6800 S. Prairie Ave., Chicago, IL",8/9/2012,1 a.m.,Greater Grand Crossing,41,Male,Black,41.7710619,-87.6186204
277,"5700 S. Hermitage Ave., Chicago, IL",8/9/2012,3:45 a.m.,West Englewood,27,Male,Black,41.7903095,-87.6681707
278,"8300 S. Kostner Ave., Chicago, IL",8/9/2012,10:17 p.m.,Ashburn,21,Male,White,41.7420085,-87.7314029
279,"8800 S. Exchange Ave., Chicago, IL",8/12/2012,8:20 p.m.,South Chicago,26,Male,Black,41.735373,-87.553162
280,"5700 S. Elizabeth St., Chicago, IL",8/13/2012,9:49 p.m.,West Englewood,21,Male,Black,41.790345,-87.656332
281,"100 E. Delaware Pl., Chicago, IL",8/13/2012,10 a.m.,Near North Side,22,Female,Black,41.8991992,-87.6259654
282,"11600 S. Yale Ave., Chicago, IL",8/14/2012,10:42 a.m.,West Pullman,19,Male,Black,41.683301,-87.629164
283,"7500 S. Kingston Ave., Chicago, IL",8/15/2012,12:05 a.m.,South Shore,39,Male,Black,41.7590012,-87.5627582
284,"6200 S. Laflin St., Chicago, IL",8/15/2012,10:30 p.m.,West Englewood,21,Male,Black,41.7811639,-87.662164
285,"6900 S. Oglesby Ave., Chicago, IL",8/15/2012,12:30 p.m.,South Shore,38,Male,Black,41.769622,-87.56868
286,"2900 W. Sherwin Ave., Chicago, IL",8/16/2012,8:56 a.m.,West Ridge,50,Female,White,42.0149959,-87.702204
287,"500 S. Kilpatrick Ave., Chicago, IL",8/17/2012,6:23 p.m.,Austin,18,Male,Black,41.8741215,-87.7425999
288,"11500 S. Wentworth Ave., Chicago, IL",8/18/2012,12:16 a.m.,West Pullman,18,Male,Black,41.685242,-87.6277115
289,"700 E. 92nd St., Chicago, IL",8/18/2012,10:36 a.m.,Chatham,28,Male,Black,41.7274964,-87.6069822
290,"7400 S. Peoria St., Chicago, IL",8/18/2012,11:53 a.m.,Englewood,36,Male,Black,41.759568,-87.6470439
291,"2400 W. 35th St., Chicago, IL",8/18/2012,5:05 a.m.,McKinley Park,17,Female,White,41.8302972,-87.6850746
292,"100 N. Pine Ave., Chicago, IL",8/18/2012,8:14 p.m.,Austin,18,Male,Black,41.8822759,-87.7632648
293,"3000 S. Pulaski Rd., Chicago, IL",8/19/2012,3:28 a.m.,South Lawndale,22,Male,White,41.838601,-87.724739
294,"4600 S. Wolcott Ave., Chicago, IL",8/21/2012,4:06 p.m.,New City,15,Male,White,41.8103226,-87.6723151
295,"2900 W. 59th St., Chicago, IL",8/21/2012,6:53 p.m.,Chicago Lawn,22,Male,Black,41.7863759,-87.6960527
